review,rating
"Posting this review after use of one day. The build quality of this product is very good, quality of material is great. Big battery backup as claimed by the company so for build quality n battery backup 5 out of 5. But if we compare sound quality then i qm quite disappointed. My local earphones giving nice sound than this, for me sound quality should have been more better than this, i wanted to return this product but there is no option of cash refund and now have to bear loss for this. I sho...",3
"Pretty Happy with the Bass and Lowest price range.Actually it is far better than the higher version of rockers itself in the design aspect.also it offers a decent sound quality.Don't compare it with headphones of 2k price range.If you are not happy in spending more than 1k then go for it.It delivers good sound quality in voice calling also,and Mic is decent.It will never disappoint you.",5
"best in market..superb quality and very good battery backup,235v2 boat is much better than other boat Bluetooth..sound is superb",4
Best in budget best in bass vocals treble...got it at 850/-  in offer gud battery backup lasts up to 6 to 7 hrs based on volume and fast charging is an top edge thing to this product without any dout go for it writing this review after using it for a week countinuesly and call quality is superb,5
Pros.1) bass is good 2) design is very good and build quality is also very nice3)ear fiting is really really good4)can connect to 2 devicesCons.1) connectivity is fast but audio lag is there.     A real noticeable gap that can make video different.2) connectivity is fast but sometimes showing connected but doesn't playing audio in earphone.3) treble is low and bass is high so sometimes in some song you will feel need of treble .Conclusion:-A good earphone with very sleek design a...,4
"These earphones are really amazing and worth buying. .. only for those who loves playing song , movies or for gym purpose ... Those who wants to buy it for pubg .. i request u not to buy... Because sound comes after the gun shut.. sound delayed by some mini seconds.. not exactly when u fire..Otherwise it will be perfect 🤩And also thanks Flipkart",5
That earphones are amazing bass are very powerful and good sound quality........ love you boat...and love you flipkart.,5
DELIVERY IS GOOD IN BEFO ON TIME THANK U FLIPKART. PRODUCT IS AMAZING LOVE IT,5
This is amazing compact product  and sound quality is too good  when compared to boat 255f or audio curve this is flagship... Verry good Battery for 15min or charge it will be like 80% just go for it....!!!,5
"Sound and bass is undoubtedly awesome in this price range.Battery performance is very good hence m using this from 1 week.Mic performance is fine while callingBuild quality is also good, it's light weight... The earplug cable could be a little better, I mean qualiry wise.Overall a very good product",4
"Overall is Good at this price , super base quality super battery backup but built quality not super but okay at this price, boat working very well.",5
"I got surprised after listening through it.Awesome bass, with good look and magnetic slit.You will feel like you are in front a dj and your legs will automatically start moving on the beat.Guy,s don't hesitate, just go for it.You will never find a product like this.Just Rs.999 with fully loaded features.",5
